                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                  1.728,                 2.1458,                 1.5894,                0.41238,                0.51828,                0.42284,                 0.2291,                 1.6697,                 1.9155,                 1.6193,                0.00901,                0.00901,                0.00901
                     12,                 1.7038,                 2.0942,                 1.5679,                0.40252,                0.52732,                0.41788,                0.23692,                 1.6704,                 1.9283,                 1.5936,               0.008911,               0.008911,               0.008911
                     13,                 1.6851,                 2.0505,                 1.5498,                0.41565,                0.55004,                 0.4458,                0.25004,                 1.6283,                 1.8322,                 1.5883,               0.008812,               0.008812,               0.008812
                     14,                 1.6746,                 2.0211,                 1.5416,                0.42157,                0.56117,                0.46233,                0.26791,                 1.5849,                 1.7854,                 1.5615,               0.008713,               0.008713,               0.008713
                     15,                 1.6505,                 1.9815,                 1.5222,                0.41961,                0.55588,                0.47004,                0.26687,                 1.5831,                 1.7536,                 1.5521,               0.008614,               0.008614,               0.008614
                     16,                 1.6321,                 1.9508,                 1.5132,                0.44041,                0.55984,                0.48994,                0.28332,                 1.5674,                 1.7197,                 1.5344,               0.008515,               0.008515,               0.008515
                     17,                 1.6222,                 1.9292,                 1.4995,                0.44874,                0.57882,                0.49835,                0.28376,                 1.5333,                 1.6857,                 1.5195,               0.008416,               0.008416,               0.008416
                     18,                 1.6125,                  1.889,                 1.4865,                0.43541,                0.60161,                 0.5041,                0.29081,                 1.5277,                  1.655,                 1.5029,               0.008317,               0.008317,               0.008317
                     19,                 1.6011,                 1.8758,                 1.4846,                0.45472,                 0.6077,                0.51251,                0.30282,                 1.4939,                 1.6216,                 1.4837,               0.008218,               0.008218,               0.008218
                     20,                 1.5864,                 1.8583,                 1.4692,                0.44439,                0.60855,                0.51691,                0.30566,                 1.4761,                 1.6008,                 1.4665,               0.008119,               0.008119,               0.008119
                     21,                 1.5745,                 1.8291,                 1.4586,                0.44363,                0.62684,                0.52418,                0.31422,                 1.4638,                 1.5746,                 1.4592,                0.00802,                0.00802,                0.00802
                     22,                 1.5579,                 1.7921,                 1.4487,                 0.4529,                0.60581,                0.53476,                0.31347,                 1.4509,                 1.5574,                 1.4517,               0.007921,               0.007921,               0.007921
                     23,                 1.5527,                  1.769,                 1.4421,                0.45371,                0.63175,                0.53618,                0.32207,                 1.4453,                 1.5425,                 1.4398,               0.007822,               0.007822,               0.007822
                     24,                 1.5386,                 1.7697,                  1.433,                0.45596,                0.63662,                 0.5503,                0.32233,                 1.4323,                 1.5144,                 1.4327,               0.007723,               0.007723,               0.007723
                     25,                 1.5285,                 1.7426,                 1.4263,                0.45341,                0.64798,                0.55305,                0.33512,                 1.4163,                 1.4984,                 1.4225,               0.007624,               0.007624,               0.007624
                     26,                 1.5173,                 1.7197,                 1.4113,                0.45769,                0.65217,                0.55158,                0.33904,                 1.4017,                  1.471,                 1.4083,               0.007525,               0.007525,               0.007525
                     27,                 1.5119,                 1.7002,                 1.4048,                0.46492,                0.64125,                0.55812,                0.34062,                 1.3918,                 1.4615,                 1.3998,               0.007426,               0.007426,               0.007426
                     28,                 1.5038,                 1.7004,                 1.4051,                0.46191,                0.66411,                0.56854,                0.34476,                 1.3799,                 1.4502,                 1.3906,               0.007327,               0.007327,               0.007327
                     29,                 1.4898,                  1.676,                  1.395,                 0.4615,                0.66947,                0.56627,                0.34603,                 1.3708,                 1.4335,                 1.3854,               0.007228,               0.007228,               0.007228
                     30,                   1.48,                 1.6566,                 1.3826,                0.47397,                0.65588,                0.56899,                0.35137,                  1.359,                 1.4219,                 1.3717,               0.007129,               0.007129,               0.007129
                     31,                  1.475,                 1.6511,                 1.3815,                0.46826,                0.66739,                 0.5747,                 0.3538,                 1.3496,                 1.4113,                 1.3654,                0.00703,                0.00703,                0.00703
                     32,                 1.4698,                 1.6468,                 1.3787,                0.47275,                0.65708,                0.57921,                0.35685,                 1.3399,                 1.4009,                 1.3587,               0.006931,               0.006931,               0.006931
                     33,                 1.4596,                 1.6238,                 1.3682,                0.47327,                0.67789,                0.58288,                0.35871,                 1.3289,                 1.3876,                 1.3524,               0.006832,               0.006832,               0.006832
                     34,                 1.4455,                 1.6075,                  1.367,                0.47531,                0.67774,                 0.5825,                  0.362,                 1.3223,                 1.3721,                 1.3489,               0.006733,               0.006733,               0.006733
                     35,                 1.4337,                 1.5922,                  1.355,                 0.4688,                0.68511,                0.58254,                0.36011,                 1.3193,                 1.3638,                 1.3467,               0.006634,               0.006634,               0.006634
                     36,                 1.4278,                 1.5761,                 1.3456,                0.46242,                0.68832,                0.58007,                0.36258,                 1.3113,                 1.3573,                 1.3412,               0.006535,               0.006535,               0.006535
                     37,                 1.4216,                 1.5814,                 1.3469,                0.46373,                 0.6854,                0.58328,                0.36702,                 1.3032,                 1.3518,                 1.3362,               0.006436,               0.006436,               0.006436
                     38,                  1.417,                 1.5688,                 1.3471,                0.46317,                0.68733,                 0.5856,                0.36597,                 1.2972,                 1.3453,                  1.332,               0.006337,               0.006337,               0.006337
                     39,                 1.4087,                 1.5504,                 1.3363,                0.46368,                0.69477,                 0.5881,                0.36808,                 1.2901,                 1.3385,                 1.3278,               0.006238,               0.006238,               0.006238
                     40,                    1.4,                 1.5417,                  1.334,                0.46269,                0.70251,                0.58965,                0.37054,                 1.2861,                 1.3332,                 1.3247,               0.006139,               0.006139,               0.006139
                     41,                 1.3958,                 1.5326,                 1.3297,                0.45918,                0.71746,                0.59236,                 0.3722,                 1.2817,                  1.328,                 1.3214,                0.00604,                0.00604,                0.00604
                     42,                 1.3897,                 1.5166,                 1.3261,                0.46021,                0.71886,                0.59409,                0.37343,                 1.2766,                  1.323,                  1.318,               0.005941,               0.005941,               0.005941
                     43,                 1.3819,                 1.5141,                 1.3186,                0.46372,                0.72246,                0.59832,                0.37531,                 1.2711,                  1.318,                 1.3141,               0.005842,               0.005842,               0.005842
                     44,                 1.3683,                 1.5001,                 1.3136,                0.46398,                0.71617,                0.59664,                0.37725,                  1.266,                 1.3136,                 1.3107,               0.005743,               0.005743,               0.005743
                     45,                 1.3628,                 1.4887,                  1.307,                0.46449,                0.70965,                0.59784,                0.37822,                 1.2613,                 1.3095,                 1.3076,               0.005644,               0.005644,               0.005644
                     46,                 1.3613,                 1.4936,                 1.3051,                0.46602,                0.71547,                0.59873,                0.37966,                 1.2573,                 1.3068,                 1.3048,               0.005545,               0.005545,               0.005545
                     47,                  1.354,                 1.4835,                 1.3036,                0.46478,                0.71499,                0.59986,                0.38115,                  1.253,                 1.3034,                 1.3021,               0.005446,               0.005446,               0.005446
                     48,                 1.3461,                 1.4673,                 1.2972,                0.46581,                0.71604,                 0.6006,                0.38181,                 1.2495,                 1.2994,                 1.2998,               0.005347,               0.005347,               0.005347
                     49,                 1.3478,                 1.4617,                  1.293,                0.46664,                0.71514,                0.60191,                0.38285,                 1.2465,                 1.2954,                 1.2973,               0.005248,               0.005248,               0.005248
                     50,                 1.3296,                 1.4524,                  1.285,                0.47097,                0.70893,                 0.6028,                0.38406,                 1.2432,                 1.2914,                 1.2948,               0.005149,               0.005149,               0.005149
                     51,                 1.3175,                 1.4366,                 1.2811,                0.46908,                0.71467,                0.60339,                0.38617,                 1.2398,                  1.288,                 1.2922,                0.00505,                0.00505,                0.00505
                     52,                 1.3182,                 1.4334,                 1.2742,                0.46899,                0.71597,                0.60446,                0.38715,                 1.2367,                 1.2848,                 1.2904,               0.004951,               0.004951,               0.004951
                     53,                 1.3132,                 1.4245,                 1.2722,                0.46745,                0.71561,                0.60475,                0.38845,                 1.2335,                 1.2814,                 1.2884,               0.004852,               0.004852,               0.004852
                     54,                 1.3038,                 1.4178,                 1.2701,                0.46831,                0.71812,                0.60548,                 0.3897,                   1.23,                 1.2782,                 1.2863,               0.004753,               0.004753,               0.004753
                     55,                  1.303,                 1.4101,                 1.2676,                0.46871,                0.72077,                0.60613,                 0.3909,                 1.2273,                 1.2747,                 1.2845,               0.004654,               0.004654,               0.004654
                     56,                 1.2919,                 1.4062,                 1.2625,                0.46992,                0.72036,                0.60635,                0.39151,                 1.2245,                 1.2717,                 1.2827,               0.004555,               0.004555,               0.004555
                     57,                 1.2901,                  1.397,                 1.2596,                0.47044,                0.72017,                0.60731,                 0.3924,                 1.2212,                 1.2686,                 1.2807,               0.004456,               0.004456,               0.004456
                     58,                 1.2756,                 1.3838,                  1.254,                0.47149,                0.71807,                0.60826,                0.39497,                 1.2184,                 1.2658,                 1.2789,               0.004357,               0.004357,               0.004357
                     59,                 1.2647,                 1.3732,                 1.2435,                0.47183,                0.71964,                0.60868,                0.39556,                 1.2154,                  1.263,                 1.2772,               0.004258,               0.004258,               0.004258
                     60,                 1.2673,                 1.3814,                 1.2476,                0.47263,                0.72023,                0.60955,                0.39574,                 1.2126,                 1.2601,                 1.2753,               0.004159,               0.004159,               0.004159
                     61,                 1.2575,                 1.3606,                 1.2411,                0.47463,                0.71881,                 0.6103,                0.39674,                 1.2103,                 1.2568,                 1.2737,                0.00406,                0.00406,                0.00406
                     62,                 1.2545,                 1.3634,                  1.244,                0.47197,                0.72296,                0.61094,                0.39756,                 1.2075,                 1.2538,                 1.2722,               0.003961,               0.003961,               0.003961
                     63,                 1.2431,                 1.3522,                 1.2334,                0.47264,                0.72317,                0.61177,                0.39842,                 1.2051,                 1.2507,                 1.2707,               0.003862,               0.003862,               0.003862
                     64,                 1.2339,                 1.3441,                 1.2333,                 0.4728,                0.72334,                 0.6126,                0.39913,                 1.2025,                 1.2479,                 1.2693,               0.003763,               0.003763,               0.003763
                     65,                 1.2317,                 1.3396,                 1.2283,                0.47466,                0.71901,                0.61269,                0.39982,                 1.1997,                 1.2453,                 1.2677,               0.003664,               0.003664,               0.003664
                     66,                 1.2272,                  1.334,                 1.2221,                 0.4758,                0.71784,                0.61341,                0.40099,                 1.1972,                 1.2424,                 1.2663,               0.003565,               0.003565,               0.003565
                     67,                 1.2204,                 1.3289,                 1.2227,                0.47651,                0.71991,                0.61431,                0.40194,                 1.1948,                 1.2402,                 1.2647,               0.003466,               0.003466,               0.003466
                     68,                 1.2145,                 1.3221,                 1.2201,                 0.4758,                 0.7206,                0.61463,                0.40255,                 1.1924,                 1.2374,                 1.2634,               0.003367,               0.003367,               0.003367
                     69,                  1.206,                 1.3106,                 1.2122,                0.47786,                0.71744,                0.61509,                0.40312,                 1.1898,                 1.2348,                 1.2618,               0.003268,               0.003268,               0.003268
                     70,                 1.1948,                 1.2982,                 1.2066,                0.47933,                0.71913,                0.61602,                0.40361,                 1.1874,                 1.2318,                 1.2602,               0.003169,               0.003169,               0.003169
                     71,                 1.1948,                 1.3079,                 1.2054,                0.47944,                0.71785,                0.61666,                0.40474,                 1.1845,                 1.2292,                 1.2585,                0.00307,                0.00307,                0.00307
                     72,                 1.1816,                 1.2853,                 1.1974,                0.47894,                0.72095,                0.61692,                0.40458,                 1.1814,                 1.2263,                 1.2566,               0.002971,               0.002971,               0.002971
                     73,                 1.1756,                 1.2831,                 1.1981,                0.47875,                0.72124,                 0.6177,                0.40551,                 1.1784,                 1.2238,                  1.255,               0.002872,               0.002872,               0.002872
                     74,                 1.1716,                 1.2751,                 1.1939,                0.48016,                0.72062,                0.61794,                0.40712,                 1.1756,                 1.2208,                 1.2531,               0.002773,               0.002773,               0.002773
                     75,                 1.1654,                 1.2744,                 1.1904,                0.47994,                 0.7219,                0.61818,                0.40733,                 1.1726,                 1.2183,                 1.2515,               0.002674,               0.002674,               0.002674
                     76,                 1.1556,                  1.269,                 1.1863,                0.47822,                0.72642,                0.61903,                0.40833,                   1.17,                 1.2157,                 1.2498,               0.002575,               0.002575,               0.002575
                     77,                 1.1421,                 1.2542,                 1.1776,                0.47877,                0.72253,                0.61919,                0.40906,                 1.1672,                 1.2129,                 1.2481,               0.002476,               0.002476,               0.002476
                     78,                 1.1466,                 1.2531,                 1.1764,                0.47708,                0.72696,                0.61965,                0.40944,                 1.1643,                 1.2106,                 1.2463,               0.002377,               0.002377,               0.002377
                     79,                 1.1264,                  1.246,                 1.1695,                 0.4757,                0.73014,                0.61981,                0.41015,                 1.1612,                 1.2081,                 1.2444,               0.002278,               0.002278,               0.002278
                     80,                 1.1356,                 1.2462,                 1.1773,                0.47807,                0.73063,                0.62376,                0.41122,                 1.1586,                 1.2055,                 1.2429,               0.002179,               0.002179,               0.002179
                     81,                 1.1243,                 1.2251,                 1.1677,                0.47789,                0.73095,                0.62478,                  0.412,                  1.156,                  1.203,                 1.2418,                0.00208,                0.00208,                0.00208
                     82,                 1.1157,                 1.2242,                 1.1662,                 0.4802,                0.72345,                0.62193,                0.41287,                 1.1529,                 1.2005,                 1.2399,               0.001981,               0.001981,               0.001981
                     83,                 1.1093,                 1.2212,                 1.1586,                0.47909,                0.72633,                0.62242,                0.41343,                   1.15,                 1.1982,                 1.2383,               0.001882,               0.001882,               0.001882
                     84,                 1.0975,                 1.2126,                 1.1548,                0.47666,                0.73168,                0.62263,                0.41443,                 1.1466,                 1.1958,                 1.2364,               0.001783,               0.001783,               0.001783
                     85,                 1.0928,                 1.2122,                  1.154,                0.47843,                0.73016,                0.62343,                0.41565,                 1.1434,                 1.1934,                 1.2347,               0.001684,               0.001684,               0.001684
                     86,                 1.0905,                 1.2001,                  1.152,                 0.4791,                0.73224,                0.62731,                0.41715,                 1.1405,                 1.1908,                 1.2329,               0.001585,               0.001585,               0.001585
                     87,                 1.0778,                 1.1944,                 1.1469,                 0.4795,                0.73301,                0.62745,                0.41819,                 1.1376,                 1.1882,                 1.2313,               0.001486,               0.001486,               0.001486
                     88,                 1.0691,                 1.1911,                 1.1396,                0.47945,                0.73234,                0.62765,                0.41901,                 1.1346,                 1.1857,                 1.2296,               0.001387,               0.001387,               0.001387
                     89,                 1.0641,                 1.1863,                 1.1367,                0.48041,                0.73095,                0.62824,                0.41928,                 1.1318,                 1.1835,                  1.228,               0.001288,               0.001288,               0.001288
                     90,                0.98321,                  1.048,                 1.1402,                0.47923,                0.73309,                0.62874,                0.42029,                 1.1283,                 1.1809,                  1.226,               0.001189,               0.001189,               0.001189
                     91,                0.95638,                 1.0284,                 1.1231,                 0.4784,                0.73409,                0.62853,                 0.4211,                 1.1248,                 1.1784,                 1.2239,                0.00109,                0.00109,                0.00109
                     92,                0.94542,                 1.0189,                 1.1181,                0.47996,                0.73231,                0.62865,                0.42285,                 1.1209,                 1.1757,                 1.2217,               0.000991,               0.000991,               0.000991
                     93,                0.93289,                 1.0154,                 1.1106,                0.48136,                0.72934,                0.62926,                0.42416,                 1.1168,                 1.1727,                 1.2196,               0.000892,               0.000892,               0.000892
                     94,                0.92157,                 1.0039,                 1.1025,                0.48243,                 0.7275,                0.62924,                0.42572,                 1.1128,                   1.17,                 1.2175,               0.000793,               0.000793,               0.000793
                     95,                0.90746,                0.99572,                  1.096,                0.48276,                0.72934,                0.62969,                0.42704,                 1.1091,                 1.1666,                 1.2154,               0.000694,               0.000694,               0.000694
                     96,                0.90092,                0.99041,                 1.0923,                0.48037,                0.73252,                0.63021,                 0.4282,                 1.1047,                  1.164,                 1.2131,               0.000595,               0.000595,               0.000595
                     97,                0.89011,                0.98625,                 1.0846,                0.47951,                0.73425,                 0.6306,                0.42903,                 1.1007,                 1.1611,                 1.2109,               0.000496,               0.000496,               0.000496
                     98,                0.87819,                 0.9757,                 1.0773,                0.48044,                0.73364,                0.63119,                0.42982,                 1.0966,                 1.1584,                 1.2087,               0.000397,               0.000397,               0.000397
                     99,                0.87067,                0.97253,                 1.0734,                0.47958,                 0.7345,                0.63166,                0.43079,                 1.0928,                 1.1557,                 1.2067,               0.000298,               0.000298,               0.000298
