                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.4096,                 1.5748,                 1.3486,                0.47506,                0.68113,                 0.5851,                0.36827,                 1.3271,                 1.3803,                 1.3576,                0.00406,                0.00406,                0.00406
                     32,                 1.3987,                 1.5554,                 1.3368,                0.47879,                0.68288,                0.58794,                0.36986,                 1.3193,                  1.368,                 1.3497,               0.003862,               0.003862,               0.003862
                     33,                 1.3882,                 1.5351,                 1.3281,                0.47553,                0.69397,                0.59253,                0.37157,                 1.3095,                 1.3571,                 1.3436,               0.003664,               0.003664,               0.003664
                     34,                 1.3667,                 1.5151,                 1.3209,                0.47779,                0.69171,                0.59512,                0.37402,                 1.3044,                 1.3495,                 1.3384,               0.003466,               0.003466,               0.003466
                     35,                 1.3516,                 1.4917,                 1.3096,                0.47466,                 0.6944,                0.59595,                0.37527,                 1.3009,                 1.3392,                 1.3354,               0.003268,               0.003268,               0.003268
                     36,                 1.3421,                 1.4765,                 1.2978,                0.47252,                0.70284,                0.59779,                0.37876,                 1.2929,                 1.3317,                 1.3301,                0.00307,                0.00307,                0.00307
                     37,                 1.3318,                  1.471,                 1.2954,                0.47232,                0.70211,                 0.5994,                0.38138,                 1.2852,                 1.3227,                 1.3255,               0.002872,               0.002872,               0.002872
                     38,                   1.32,                 1.4592,                 1.2926,                 0.4735,                0.70659,                0.60045,                0.38376,                 1.2773,                 1.3131,                 1.3211,               0.002674,               0.002674,               0.002674
                     39,                  1.307,                 1.4387,                  1.281,                0.47359,                0.71003,                0.60284,                0.38624,                 1.2708,                 1.3052,                  1.318,               0.002476,               0.002476,               0.002476
                     40,                 1.2509,                 1.2923,                 1.3123,                0.47595,                0.70715,                0.60446,                0.38815,                 1.2626,                 1.2975,                 1.3134,               0.002278,               0.002278,               0.002278
                     41,                 1.2132,                 1.2612,                 1.2919,                0.47283,                0.71177,                0.60403,                0.39085,                 1.2515,                 1.2872,                 1.3065,                0.00208,                0.00208,                0.00208
                     42,                 1.1926,                 1.2312,                 1.2773,                0.47622,                0.71447,                0.60913,                0.39384,                 1.2419,                 1.2775,                  1.301,               0.001882,               0.001882,               0.001882
                     43,                 1.1676,                 1.2112,                 1.2624,                0.47767,                 0.7131,                0.61051,                0.39591,                 1.2325,                 1.2691,                 1.2948,               0.001684,               0.001684,               0.001684
                     44,                 1.1484,                 1.1935,                 1.2483,                0.47788,                0.72085,                0.61187,                0.39721,                 1.2243,                 1.2624,                 1.2894,               0.001486,               0.001486,               0.001486
                     45,                 1.1248,                  1.177,                 1.2307,                0.47885,                0.72041,                0.61369,                0.39924,                 1.2167,                 1.2557,                 1.2849,               0.001288,               0.001288,               0.001288
                     46,                 1.1105,                 1.1646,                 1.2227,                0.47662,                0.72211,                0.61479,                0.40108,                 1.2097,                 1.2493,                 1.2807,                0.00109,                0.00109,                0.00109
                     47,                 1.0928,                 1.1511,                 1.2133,                0.47766,                0.72318,                0.61583,                0.40248,                 1.2035,                 1.2442,                  1.277,               0.000892,               0.000892,               0.000892
                     48,                  1.075,                 1.1375,                 1.2007,                0.47683,                 0.7265,                 0.6164,                0.40427,                 1.1977,                 1.2398,                 1.2738,               0.000694,               0.000694,               0.000694
                     49,                 1.0595,                 1.1244,                 1.1897,                0.47677,                0.72895,                0.61755,                0.40575,                 1.1927,                 1.2361,                 1.2708,               0.000496,               0.000496,               0.000496
