                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.2697,                 1.3694,                 1.2352,                0.48682,                0.69037,                 0.6184,                0.40449,                 1.2014,                 1.2132,                 1.2649,               0.008416,               0.008416,               0.008416
                     18,                 1.2709,                 1.3556,                 1.2315,                 0.4734,                0.72006,                0.61337,                0.40565,                 1.1842,                 1.1983,                 1.2496,               0.008317,               0.008317,               0.008317
                     19,                 1.2692,                 1.3638,                 1.2371,                0.47685,                 0.7127,                0.62345,                0.41176,                 1.1795,                 1.1836,                 1.2461,               0.008218,               0.008218,               0.008218
                     20,                 1.2543,                 1.3523,                 1.2283,                0.49033,                0.69628,                0.62701,                0.41349,                 1.1591,                 1.1864,                   1.24,               0.008119,               0.008119,               0.008119
                     21,                 1.2551,                 1.3548,                 1.2254,                0.48089,                0.72121,                0.62348,                 0.4212,                 1.1465,                 1.1773,                 1.2276,                0.00802,                0.00802,                0.00802
                     22,                 1.2474,                  1.338,                 1.2205,                0.47717,                0.72227,                0.62636,                0.41106,                   1.14,                 1.1701,                 1.2245,               0.007921,               0.007921,               0.007921
                     23,                 1.2466,                 1.3231,                 1.2215,                0.47795,                0.72763,                0.62685,                0.42374,                 1.1271,                 1.1647,                 1.2181,               0.007822,               0.007822,               0.007822
                     24,                 1.2367,                 1.3395,                 1.2144,                0.47776,                0.72334,                0.63056,                0.42479,                 1.1189,                 1.1572,                 1.2143,               0.007723,               0.007723,               0.007723
                     25,                 1.2365,                  1.326,                 1.2156,                0.47371,                0.72578,                0.62667,                0.42776,                 1.1088,                 1.1487,                 1.2117,               0.007624,               0.007624,               0.007624
                     26,                 1.2276,                 1.3204,                 1.2077,                0.47922,                0.72047,                0.62774,                0.43141,                 1.1075,                 1.1431,                 1.2098,               0.007525,               0.007525,               0.007525
                     27,                 1.2309,                 1.3162,                 1.2072,                0.47953,                0.72401,                0.63212,                 0.4307,                 1.1008,                 1.1421,                 1.2036,               0.007426,               0.007426,               0.007426
                     28,                 1.2204,                 1.3191,                 1.2085,                0.47808,                0.72058,                0.63528,                0.43704,                   1.09,                 1.1341,                  1.199,               0.007327,               0.007327,               0.007327
                     29,                 1.2147,                 1.3098,                 1.2053,                0.48242,                0.73226,                 0.6419,                0.44178,                 1.0787,                 1.1244,                 1.1975,               0.007228,               0.007228,               0.007228
                     30,                 1.2109,                 1.3009,                 1.2009,                0.48716,                0.70796,                0.63338,                0.43817,                 1.0761,                 1.1228,                 1.1918,               0.007129,               0.007129,               0.007129
                     31,                 1.2067,                 1.3046,                 1.2011,                 0.4796,                0.73209,                0.63407,                0.43816,                 1.0695,                 1.1197,                 1.1898,                0.00703,                0.00703,                0.00703
                     32,                 1.2035,                 1.3056,                 1.1984,                0.48381,                0.73909,                 0.6408,                 0.4387,                   1.06,                 1.1162,                 1.1839,               0.006931,               0.006931,               0.006931
                     33,                  1.203,                 1.3021,                 1.1952,                0.47683,                0.75483,                0.64162,                0.44235,                 1.0511,                 1.1113,                 1.1799,               0.006832,               0.006832,               0.006832
                     34,                 1.1926,                  1.288,                 1.1949,                0.47765,                0.76033,                0.64128,                0.44292,                 1.0481,                 1.1061,                 1.1785,               0.006733,               0.006733,               0.006733
                     35,                 1.1846,                 1.2804,                 1.1863,                0.47657,                0.75442,                0.64299,                0.44727,                 1.0416,                 1.1036,                 1.1748,               0.006634,               0.006634,               0.006634
                     36,                 1.1824,                 1.2757,                 1.1842,                0.47437,                0.75592,                0.64354,                0.44693,                 1.0404,                 1.1038,                 1.1727,               0.006535,               0.006535,               0.006535
                     37,                 1.1827,                 1.2779,                 1.1844,                0.47841,                0.74722,                0.64477,                0.44705,                 1.0371,                 1.1026,                 1.1695,               0.006436,               0.006436,               0.006436
                     38,                 1.1814,                 1.2761,                 1.1869,                0.47883,                0.74606,                 0.6427,                0.44732,                 1.0328,                 1.0992,                 1.1666,               0.006337,               0.006337,               0.006337
                     39,                 1.1727,                 1.2669,                 1.1788,                0.47493,                0.75785,                0.64258,                0.44874,                 1.0309,                 1.0964,                 1.1652,               0.006238,               0.006238,               0.006238
                     40,                  1.173,                 1.2652,                  1.182,                 0.4783,                 0.7525,                0.64394,                0.44956,                  1.028,                 1.0925,                 1.1646,               0.006139,               0.006139,               0.006139
                     41,                 1.1661,                 1.2619,                 1.1789,                0.48003,                0.75066,                0.64547,                0.45107,                 1.0253,                 1.0887,                 1.1632,                0.00604,                0.00604,                0.00604
                     42,                 1.1615,                 1.2457,                 1.1763,                0.48073,                0.74273,                0.64587,                0.45101,                 1.0221,                 1.0873,                 1.1616,               0.005941,               0.005941,               0.005941
                     43,                 1.1606,                 1.2524,                 1.1738,                0.48009,                 0.7507,                0.64549,                0.45063,                 1.0189,                 1.0862,                 1.1598,               0.005842,               0.005842,               0.005842
                     44,                 1.1462,                 1.2444,                 1.1696,                0.47994,                0.74649,                0.64592,                0.45237,                 1.0153,                 1.0854,                 1.1583,               0.005743,               0.005743,               0.005743
                     45,                 1.1448,                 1.2371,                 1.1667,                0.47928,                0.74684,                0.64644,                0.45399,                 1.0124,                 1.0834,                 1.1568,               0.005644,               0.005644,               0.005644
                     46,                 1.1451,                 1.2438,                 1.1658,                 0.4813,                0.74464,                0.64691,                0.45444,                 1.0104,                 1.0821,                 1.1557,               0.005545,               0.005545,               0.005545
                     47,                 1.1394,                 1.2318,                 1.1651,                0.48195,                0.74874,                0.64676,                0.45476,                 1.0082,                 1.0806,                 1.1547,               0.005446,               0.005446,               0.005446
                     48,                   1.13,                  1.224,                 1.1581,                0.48303,                0.74296,                0.64689,                0.45496,                 1.0064,                 1.0792,                 1.1532,               0.005347,               0.005347,               0.005347
                     49,                 1.1336,                 1.2256,                 1.1577,                0.47791,                0.75193,                0.64725,                0.45564,                 1.0047,                 1.0779,                  1.152,               0.005248,               0.005248,               0.005248
                     50,                 1.1212,                 1.2196,                 1.1546,                0.47808,                0.74695,                0.64736,                0.45536,                 1.0026,                 1.0772,                 1.1508,               0.005149,               0.005149,               0.005149
                     51,                 1.1131,                 1.2167,                 1.1537,                0.47801,                0.74516,                0.64738,                 0.4561,                 1.0002,                 1.0761,                 1.1497,                0.00505,                0.00505,                0.00505
                     52,                 1.1093,                 1.2115,                  1.147,                 0.4786,                 0.7465,                0.64741,                0.45725,                0.99847,                 1.0748,                  1.149,               0.004951,               0.004951,               0.004951
                     53,                  1.113,                 1.2112,                 1.1508,                0.47782,                0.75003,                0.64763,                 0.4577,                0.99662,                 1.0738,                 1.1481,               0.004852,               0.004852,               0.004852
                     54,                 1.1026,                 1.2007,                 1.1466,                0.47729,                0.75341,                0.64771,                0.45782,                0.99478,                 1.0731,                  1.147,               0.004753,               0.004753,               0.004753
                     55,                 1.1044,                 1.1982,                 1.1442,                 0.4781,                0.74903,                0.64743,                0.45835,                  0.993,                  1.072,                 1.1461,               0.004654,               0.004654,               0.004654
                     56,                 1.0961,                 1.1959,                 1.1408,                0.47939,                0.74713,                0.64754,                0.45909,                0.99142,                 1.0711,                 1.1452,               0.004555,               0.004555,               0.004555
                     57,                 1.0996,                 1.1924,                  1.142,                0.47835,                0.74713,                0.64772,                0.45925,                0.98958,                 1.0701,                 1.1443,               0.004456,               0.004456,               0.004456
                     58,                 1.0816,                 1.1836,                 1.1349,                0.47573,                0.75098,                0.64825,                0.45994,                0.98809,                 1.0693,                 1.1435,               0.004357,               0.004357,               0.004357
                     59,                 1.0728,                 1.1715,                 1.1277,                0.47634,                0.75129,                0.64861,                0.46075,                0.98681,                 1.0682,                 1.1429,               0.004258,               0.004258,               0.004258
                     60,                 1.0786,                   1.18,                 1.1344,                0.47708,                0.75454,                0.64877,                 0.4611,                0.98553,                 1.0673,                 1.1425,               0.004159,               0.004159,               0.004159
                     61,                 1.0755,                  1.173,                 1.1309,                0.47685,                0.75448,                0.64892,                 0.4614,                0.98391,                 1.0663,                 1.1418,                0.00406,                0.00406,                0.00406
                     62,                 1.0685,                 1.1783,                 1.1314,                0.47738,                0.75164,                0.64918,                 0.4616,                0.98232,                 1.0657,                 1.1411,               0.003961,               0.003961,               0.003961
                     63,                 1.0575,                 1.1629,                 1.1236,                0.47939,                0.75086,                0.64927,                 0.4618,                0.98141,                 1.0648,                 1.1406,               0.003862,               0.003862,               0.003862
                     64,                 1.0535,                 1.1606,                 1.1223,                0.48035,                0.75048,                0.64953,                0.46215,                0.97989,                 1.0639,                 1.1398,               0.003763,               0.003763,               0.003763
                     65,                  1.051,                 1.1573,                 1.1181,                 0.4816,                0.74704,                0.64977,                0.46311,                0.97808,                  1.063,                 1.1388,               0.003664,               0.003664,               0.003664
                     66,                 1.0445,                 1.1546,                 1.1161,                0.48123,                0.74679,                0.65021,                0.46348,                0.97664,                 1.0622,                 1.1381,               0.003565,               0.003565,               0.003565
                     67,                 1.0393,                 1.1495,                 1.1139,                0.48126,                0.74769,                0.65042,                0.46347,                 0.9747,                 1.0611,                  1.137,               0.003466,               0.003466,               0.003466
                     68,                 1.0371,                 1.1456,                 1.1138,                0.48275,                0.74725,                 0.6505,                0.46404,                0.97287,                 1.0602,                 1.1358,               0.003367,               0.003367,               0.003367
                     69,                 1.0253,                 1.1359,                 1.1064,                 0.4847,                0.74309,                0.65063,                0.46493,                0.97136,                  1.059,                  1.135,               0.003268,               0.003268,               0.003268
                     70,                 1.0177,                 1.1294,                 1.1019,                0.48462,                0.74372,                0.65063,                0.46481,                0.96973,                 1.0578,                 1.1341,               0.003169,               0.003169,               0.003169
                     71,                 1.0156,                  1.134,                 1.1004,                0.48477,                0.74451,                0.65054,                0.46511,                0.96787,                 1.0566,                 1.1333,                0.00307,                0.00307,                0.00307
                     72,                 1.0123,                 1.1206,                 1.0988,                0.48494,                0.74133,                0.65065,                0.46565,                0.96607,                 1.0555,                 1.1323,               0.002971,               0.002971,               0.002971
                     73,                 1.0006,                 1.1206,                  1.095,                0.48467,                0.74336,                0.65089,                0.46606,                0.96477,                 1.0544,                 1.1317,               0.002872,               0.002872,               0.002872
                     74,                 1.0011,                  1.113,                  1.093,                0.48532,                0.73667,                0.65113,                0.46667,                0.96285,                 1.0536,                 1.1305,               0.002773,               0.002773,               0.002773
                     75,                0.99624,                 1.1136,                 1.0922,                0.48551,                0.73905,                0.65121,                0.46732,                0.96105,                 1.0523,                 1.1295,               0.002674,               0.002674,               0.002674
                     76,                0.98291,                  1.105,                 1.0881,                0.48675,                0.73772,                0.65137,                0.46777,                0.95931,                 1.0514,                 1.1285,               0.002575,               0.002575,               0.002575
                     77,                0.97252,                 1.0979,                 1.0805,                0.48526,                0.74035,                0.65171,                0.46861,                0.95726,                 1.0505,                 1.1273,               0.002476,               0.002476,               0.002476
                     78,                0.97479,                 1.0993,                 1.0806,                0.48566,                0.73779,                0.65212,                0.46881,                0.95578,                 1.0493,                 1.1263,               0.002377,               0.002377,               0.002377
                     79,                0.96023,                 1.0929,                 1.0757,                0.48442,                0.73809,                0.65198,                0.46964,                0.95401,                 1.0486,                 1.1254,               0.002278,               0.002278,               0.002278
                     80,                0.96334,                 1.0907,                 1.0809,                0.48386,                0.74682,                0.65215,                0.47031,                0.95234,                 1.0476,                 1.1246,               0.002179,               0.002179,               0.002179
                     81,                0.95705,                 1.0809,                 1.0734,                0.48068,                0.75476,                0.65212,                0.47043,                0.95067,                 1.0467,                 1.1238,                0.00208,                0.00208,                0.00208
                     82,                0.94657,                  1.074,                 1.0721,                0.47979,                 0.7571,                0.65178,                 0.4706,                0.94909,                 1.0457,                 1.1228,               0.001981,               0.001981,               0.001981
                     83,                0.94295,                 1.0772,                 1.0669,                0.47813,                0.76235,                0.65172,                0.47089,                0.94742,                 1.0449,                  1.122,               0.001882,               0.001882,               0.001882
                     84,                0.93354,                 1.0671,                 1.0648,                0.47981,                0.76108,                0.65219,                 0.4722,                0.94577,                  1.044,                 1.1213,               0.001783,               0.001783,               0.001783
                     85,                 0.9326,                  1.065,                 1.0648,                0.47959,                0.76287,                0.65216,                0.47201,                0.94415,                 1.0433,                 1.1205,               0.001684,               0.001684,               0.001684
                     86,                0.92513,                  1.056,                 1.0611,                0.47938,                0.76333,                0.65232,                0.47217,                0.94256,                 1.0422,                 1.1198,               0.001585,               0.001585,               0.001585
                     87,                0.91335,                 1.0513,                 1.0557,                0.47874,                0.76685,                0.65249,                0.47283,                 0.9408,                 1.0413,                 1.1189,               0.001486,               0.001486,               0.001486
                     88,                0.90902,                 1.0536,                  1.051,                0.47765,                0.76564,                0.65243,                0.47303,                 0.9391,                 1.0406,                  1.118,               0.001387,               0.001387,               0.001387
                     89,                0.90301,                 1.0455,                  1.048,                0.47615,                0.77137,                0.65216,                0.47352,                0.93711,                 1.0397,                 1.1169,               0.001288,               0.001288,               0.001288
                     90,                 0.8077,                0.92544,                 1.0345,                  0.478,                0.76364,                0.65254,                0.47374,                 0.9354,                 1.0389,                  1.116,               0.001189,               0.001189,               0.001189
                     91,                0.78316,                0.90858,                 1.0215,                0.47746,                0.76619,                0.65253,                0.47388,                0.93291,                 1.0379,                 1.1146,                0.00109,                0.00109,                0.00109
                     92,                0.77251,                0.90417,                 1.0164,                0.47804,                0.76722,                0.65278,                0.47489,                0.93077,                 1.0368,                 1.1135,               0.000991,               0.000991,               0.000991
                     93,                 0.7594,                0.89666,                 1.0096,                0.47758,                0.77156,                0.65305,                0.47553,                0.92793,                 1.0358,                 1.1119,               0.000892,               0.000892,               0.000892
                     94,                0.75076,                0.89092,                 1.0027,                0.47642,                0.77286,                0.65307,                0.47674,                0.92573,                 1.0346,                 1.1107,               0.000793,               0.000793,               0.000793
                     95,                0.74113,                0.88576,                0.99937,                0.47738,                0.77065,                0.65251,                0.47703,                0.92324,                 1.0335,                 1.1095,               0.000694,               0.000694,               0.000694
                     96,                0.73042,                0.88113,                0.99502,                0.47767,                0.77123,                0.65357,                0.47753,                0.92056,                 1.0324,                 1.1082,               0.000595,               0.000595,               0.000595
                     97,                0.72092,                0.87773,                0.98932,                0.47857,                0.76969,                0.65352,                0.47797,                0.91805,                 1.0317,                 1.1071,               0.000496,               0.000496,               0.000496
                     98,                0.71341,                0.87147,                0.98427,                0.47817,                0.76973,                0.65369,                0.47811,                0.91534,                 1.0305,                 1.1058,               0.000397,               0.000397,               0.000397
                     99,                0.70449,                0.86685,                0.98044,                0.47864,                0.76927,                0.65382,                0.47924,                0.91284,                 1.0296,                 1.1048,               0.000298,               0.000298,               0.000298
